n_hidden,learning_rate,reg_lambda,l1_lambda,dropout_rate,momentum,activation,optimizer,lr_decay,batch_size,weight_init,init_range,patience,val_loss,val_accuracy
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.008084144830360988,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.010739887582407815,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.010739887582407815,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.0017312899670524184,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.0017312899670524184,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.002775185018130761,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.002775185018130761,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.002087919238747734,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.002087919238747734,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.009545099918765454,1.0
[4],0.16,0.0,0.0,0.1,0.8,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.009545099918765454,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0009085041553270347,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0009085041553270347,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.009158540528339807,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.009158540528339807,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.009584286423106218,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.009584286423106218,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.008510467118247418,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.008510467118247418,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,8,glorot,"(-0.5, 0.5)",15,0.011956055187417967,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,8,glorot,"(-0.1, 0.1)",15,0.011956055187417967,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,8,he,"(-0.5, 0.5)",15,0.01692521803980314,1.0
[4],0.16,0.0,0.0,0.1,0.7,sigmoid,sgd,0.0,8,he,"(-0.1, 0.1)",15,0.01692521803980314,1.0
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.5, 0.5)",15,0.000805407875536764,1.0
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,2,glorot,"(-0.1, 0.1)",15,0.000805407875536764,1.0
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,2,he,"(-0.5, 0.5)",15,0.000662259810327762,1.0
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,2,he,"(-0.1, 0.1)",15,0.000662259810327762,1.0
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.5, 0.5)",15,0.0007387348519415921,1.0
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,4,glorot,"(-0.1, 0.1)",15,0.0007387348519415921,1.0
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,4,he,"(-0.5, 0.5)",15,0.0031002909998764164,1.0
[4],0.16,0.0,0.0,0.05,0.8,sigmoid,sgd,0.0,4,he,"(-0.1, 0.1)",15,0.0031002909998764164,1.0
